Year,Season,Koppen climate classification,Climate,Cooling startegy_building level,Cooling startegy_operation mode for MM buildings,Heating strategy_building level,Age,Sex,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air movement acceptability,Air movement preference,Thermal comfort,PMV,PPD,SET,Clo,Met,activity_10,activity_20,activity_30,activity_60,Air temperature (C),Ta_h (C),Ta_m (C),Ta_l (C),Operative temperature (C),Radiant temperature (C),Globe temperature (C),Tg_h (C),Tg_m (C),Tg_l (C),Relative humidity (%),Humidity preference,Humidity sensation,Air velocity (m/s),Velocity_h (m/s),Velocity_m (m/s),Velocity_l (m/s),Subject«s height (cm),Subject«s weight (kg),Blind (curtain),Fan,Window,Door,Heater,Outdoor monthly air temperature (C)
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,1.6,1,cooler,1,no change,NA,0,5,25.55,0.84,1.3,NA,NA,NA,NA,22.3,NA,22.3,NA,22.5,NA,NA,NA,22.5,NA,38,NA,NA,0.06,NA,0.06,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,0,1,no change,1,no change,NA,-1.6,57,20.22,0.43,1.1,NA,NA,NA,NA,21.2,NA,21.2,NA,21.4,NA,NA,NA,21.5,NA,39.6,NA,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,1,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,-1.3,0,warmer,1,no change,NA,-0.7,16,22.88,0.79,1.1,NA,NA,NA,NA,21.2,NA,21.2,NA,21.5,NA,NA,NA,21.5,NA,39.4,NA,NA,0.1,NA,0.1,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,0,1,no change,1,no change,NA,-1.3,40,20.99,0.59,1.1,NA,NA,NA,NA,20.6,NA,20.6,NA,20.9,NA,NA,NA,20.9,NA,40.6,NA,NA,0.08,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,65,Female,-1,1,warmer,1,no change,NA,-0.6,13,23.11,0.77,1.1,NA,NA,NA,NA,21.6,NA,21.6,NA,21.7,NA,NA,NA,21.7,NA,40.7,NA,NA,0.06,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,-1,1,warmer,0,less,NA,-0.3,8,24.28,0.78,1.2,NA,NA,NA,NA,22.8,NA,22.8,NA,22.8,NA,NA,NA,22.8,NA,34.8,NA,NA,0.17,NA,0.17,NA,NA,NA,1,NA,0,0,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,-1,1,warmer,1,no change,NA,-0.7,15,22.36,0.68,1.4,NA,NA,NA,NA,18.8,NA,18.8,NA,19,NA,NA,NA,19,NA,53.2,NA,NA,0.05,NA,0.05,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,0,1,no change,1,no change,NA,0,5,25.57,0.83,1.5,NA,NA,NA,NA,20.9,NA,20.9,NA,20.8,NA,NA,NA,20.7,NA,38.7,NA,NA,0.04,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,0,1,no change,1,no change,NA,-0.3,7,23.99,0.68,1.6,NA,NA,NA,NA,19.4,NA,19.4,NA,19.7,NA,NA,NA,19.8,NA,42.1,NA,NA,0.07,NA,0.07,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,-2,0,warmer,1,no change,NA,-0.7,15,22.64,0.68,1.3,NA,NA,NA,NA,20.3,NA,20.3,NA,20.6,NA,NA,NA,20.6,NA,41.5,NA,NA,0.08,NA,0.08,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,-2,0,warmer,0,less,NA,-0.4,8,24.28,1.04,1.1,NA,NA,NA,NA,20.4,NA,20.4,NA,20.8,NA,NA,NA,20.8,NA,41.5,NA,NA,0.09,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,0,1,no change,1,no change,NA,-0.7,17,22.24,0.52,1.3,NA,NA,NA,NA,21.2,NA,21.2,NA,21.2,NA,NA,NA,21.2,NA,39.2,NA,NA,0.06,NA,0.06,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,-2,0,warmer,0,less,NA,0,5,25.69,0.91,1.5,NA,NA,NA,NA,19.7,NA,19.7,NA,20,NA,NA,NA,20,NA,42.2,NA,NA,0.11,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,0,1,no change,1,no change,NA,-2.2,84,18.65,0.41,1.1,NA,NA,NA,NA,19.8,NA,19.8,NA,20.1,NA,NA,NA,20.2,NA,42.3,NA,NA,0.03,NA,0.03,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,65,Female,0,1,no change,1,no change,NA,0.4,9,27.51,0.76,1.7,NA,NA,NA,NA,22.2,NA,22.2,NA,22.1,NA,NA,NA,22.1,NA,36.4,NA,NA,0.11,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,-3,0,warmer,1,less,NA,-0.9,21,21.98,0.68,1.3,NA,NA,NA,NA,19.6,NA,19.6,NA,19.9,NA,NA,NA,19.9,NA,41.9,NA,NA,0.08,NA,0.08,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,0,1,no change,1,no change,NA,-0.9,21,22.22,0.73,1.3,NA,NA,NA,NA,19.1,NA,19.1,NA,19.6,NA,NA,NA,19.6,NA,46.6,NA,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,-1,1,warmer,1,no change,NA,-0.1,5,25.06,0.78,1.6,NA,NA,NA,NA,19.3,NA,19.3,NA,19.8,NA,NA,NA,19.8,NA,46.3,NA,NA,0.09,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,0,1,no change,0,less,NA,-0.2,6,24.45,0.68,1.1,NA,NA,NA,NA,24.7,NA,24.7,NA,24.8,NA,NA,NA,24.8,NA,31.5,NA,NA,0.21,NA,0.21,NA,NA,NA,1,NA,0,0,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,1,1,cooler,1,more,NA,0.3,6,26.65,0.91,1.3,NA,NA,NA,NA,22.9,NA,22.9,NA,22.8,NA,NA,NA,22.8,NA,32.2,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,1.5,1,cooler,1,no change,NA,-0.1,5,25.13,0.8,1.3,NA,NA,NA,NA,22.3,NA,22.3,NA,22.4,NA,NA,NA,22.4,NA,37.2,NA,NA,0.06,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,2,1,cooler,0,more,NA,0.4,9,26.4,0.63,1.3,NA,NA,NA,NA,25.7,NA,25.7,NA,25.5,NA,NA,NA,25.5,NA,29,NA,NA,0.08,NA,0.08,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,0,1,no change,1,no change,NA,-1,26,21.92,0.56,1.1,NA,NA,NA,NA,21.5,NA,21.5,NA,21.9,NA,NA,NA,21.9,NA,38.8,NA,NA,0.07,NA,0.07,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,0,1,no change,1,no change,NA,-0.8,19,22.34,0.58,1.2,NA,NA,NA,NA,21.7,NA,21.7,NA,21.8,NA,NA,NA,21.8,NA,38.7,NA,NA,0.1,NA,0.1,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,1,1,no change,1,more,NA,-0.4,8,24.12,0.69,1.2,NA,NA,NA,NA,23,NA,23,NA,22.9,NA,NA,NA,22.9,NA,33,NA,NA,0.12,NA,0.12,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,1,1,no change,1,no change,NA,1.4,48,29.65,0.71,1.2,NA,NA,NA,NA,30.7,NA,30.7,NA,29.8,NA,NA,NA,29.7,NA,21.2,NA,NA,0.08,NA,0.08,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,0,1,no change,1,no change,NA,-0.6,13,22.75,0.65,1.3,NA,NA,NA,NA,20.9,NA,20.9,NA,20.9,NA,NA,NA,20.9,NA,50.1,NA,NA,0.06,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,1,1,cooler,0,more,NA,-1.4,46,20.4,0.68,1.1,NA,NA,NA,NA,19.4,NA,19.4,NA,19.5,NA,NA,NA,19.5,NA,52.6,NA,NA,0.09,NA,0.09,NA,NA,NA,0,NA,NA,NA,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,-2,0,warmer,1,no change,NA,-0.8,17,22.41,0.68,1.2,NA,NA,NA,NA,21,NA,21,NA,21,NA,NA,NA,21,NA,47.8,NA,NA,0.1,NA,0.1,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,1,1,cooler,1,more,NA,-0.7,16,22.01,0.46,1.5,NA,NA,NA,NA,20.5,NA,20.5,NA,20.5,NA,NA,NA,20.5,NA,40.4,NA,NA,0.06,NA,0.06,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,2,0,cooler,0,no change,NA,-0.2,6,24.49,0.68,1.3,NA,NA,NA,NA,22.5,NA,22.5,NA,22.5,NA,NA,NA,22.5,NA,44.7,NA,NA,0.04,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,1.5,1,cooler,1,no change,NA,-0.5,10,23.49,0.88,1.1,NA,NA,NA,NA,21,NA,21,NA,21.1,NA,NA,NA,21.1,NA,47.8,NA,NA,0.08,NA,0.08,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,-3,0,warmer,0,less,NA,-0.3,7,24.28,0.89,1.1,NA,NA,NA,NA,21.7,NA,21.7,NA,21.9,NA,NA,NA,21.9,NA,45.8,NA,NA,0.05,NA,0.05,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,1,1,no change,1,no change,NA,-0.1,5,25.07,0.8,1.4,NA,NA,NA,NA,21.4,NA,21.4,NA,21.2,NA,NA,NA,21.2,NA,48.4,NA,NA,0.05,NA,0.05,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,0,1,no change,1,no change,NA,-1.1,30,21.42,0.6,1.1,NA,NA,NA,NA,21.4,NA,21.4,NA,21.2,NA,NA,NA,21.2,NA,48.4,NA,NA,0.06,NA,0.06,NA,NA,NA,1,NA,0,0,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,1,1,no change,1,no change,NA,-0.1,5,25.26,0.75,1.4,NA,NA,NA,NA,21.8,NA,21.8,NA,21.7,NA,NA,NA,21.7,NA,47.7,NA,NA,0.15,NA,0.15,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,1,1,no change,1,no change,NA,0,5,25.36,0.93,1.2,NA,NA,NA,NA,22.1,NA,22.1,NA,22,NA,NA,NA,22,NA,45.8,NA,NA,0.05,NA,0.05,NA,NA,NA,1,NA,0,0,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,0,1,no change,1,NA,NA,-0.4,8,23.67,0.65,1.3,NA,NA,NA,NA,21.9,NA,21.9,NA,22,NA,NA,NA,22,NA,43.6,NA,NA,0.06,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,1,1,cooler,0,more,NA,-1,25,22.01,0.68,1.1,NA,NA,NA,NA,20.6,NA,20.6,NA,21.1,NA,NA,NA,21.1,NA,44.4,NA,NA,0.09,NA,0.09,NA,NA,NA,0,NA,NA,NA,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,-0.1,1,no change,1,no change,NA,-1.7,60,20.05,0.43,1.1,NA,NA,NA,NA,21,NA,21,NA,21.2,NA,NA,NA,21.3,NA,44.3,NA,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,0,1,no change,1,no change,NA,-1,26,21.94,0.43,1.1,NA,NA,NA,NA,23.1,NA,23.1,NA,23.1,NA,NA,NA,23.1,NA,39.3,NA,NA,0.03,NA,0.03,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Male,0,1,no change,1,no change,NA,-1.4,46,21.35,0.46,1,NA,NA,NA,NA,22.7,NA,22.7,NA,22.8,NA,NA,NA,22.9,NA,38.9,NA,NA,0.06,NA,0.06,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,0,1,no change,1,no change,NA,-0.3,7,24.06,0.78,1.3,NA,NA,NA,NA,21.2,NA,21.2,NA,21.2,NA,NA,NA,21.2,NA,44,NA,NA,0.1,NA,0.1,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,-1,0,warmer,0,more,NA,0.4,8,27.42,1.01,1.3,NA,NA,NA,NA,22.7,NA,22.7,NA,22.8,NA,NA,NA,22.9,NA,38.2,NA,NA,0.06,NA,0.06,NA,NA,NA,1,NA,0,0,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,0,1,no change,1,no change,NA,-2,75,19.57,0.58,1,NA,NA,NA,NA,20.2,NA,20.2,NA,20.2,NA,NA,NA,20.2,NA,42,NA,NA,0.04,NA,0.04,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,2,0,cooler,0,NA,NA,0,5,25.26,0.68,1.3,NA,NA,NA,NA,23.6,NA,23.6,NA,23.6,NA,NA,NA,23.6,NA,37.1,NA,NA,0.03,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,1.5,1,cooler,1,no change,NA,-0.1,5,25.07,0.88,1.3,NA,NA,NA,NA,21.5,NA,21.5,NA,21.6,NA,NA,NA,21.6,NA,40.4,NA,NA,0.06,NA,0.06,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,1,1,no change,1,NA,NA,0.1,5,25.65,0.8,1.4,NA,NA,NA,NA,22.3,NA,22.3,NA,22.2,NA,NA,NA,22.2,NA,36.6,NA,NA,0.05,NA,0.05,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,0,1,no change,1,no change,NA,0.1,5,25.3,0.61,1.4,NA,NA,NA,NA,23.3,NA,23.3,NA,23.2,NA,NA,NA,23.2,NA,34.5,NA,NA,0.05,NA,0.05,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,0,1,no change,1,no change,NA,-0.8,20,22.33,0.6,1.1,NA,NA,NA,NA,22.4,NA,22.4,NA,22.3,NA,NA,NA,22.2,NA,36.7,NA,NA,0.05,NA,0.05,NA,NA,NA,1,NA,0,0,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,1,1,no change,1,no change,NA,0.2,6,26.15,0.93,1.3,NA,NA,NA,NA,22.7,NA,22.7,NA,22.6,NA,NA,NA,22.6,NA,34.5,NA,NA,0.04,NA,0.04,NA,NA,NA,1,NA,0,0,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,1,1,no change,NA,no change,NA,0.2,6,26.28,0.75,1.6,NA,NA,NA,NA,22.2,NA,22.2,NA,22.1,NA,NA,NA,22.1,NA,36.5,NA,NA,0.15,NA,0.15,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,-3,0,warmer,0,less,NA,-0.5,11,23.42,0.67,1.1,NA,NA,NA,NA,22.5,NA,22.5,NA,22.7,NA,NA,NA,22.8,NA,38.5,NA,NA,0.05,NA,0.05,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,1.3,1,cooler,1,no change,NA,-0.3,7,24.17,0.88,1.3,NA,NA,NA,NA,20.6,NA,20.6,NA,20.6,NA,NA,NA,20.6,NA,41.9,NA,NA,0.06,NA,0.06,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,3,0,cooler,0,more,NA,0.4,9,26.72,0.68,1.3,NA,NA,NA,NA,25.5,NA,25.5,NA,25.4,NA,NA,NA,25.4,NA,31.8,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,-1.5,0,warmer,1,no change,NA,-0.5,10,23.86,0.94,1.1,NA,NA,NA,NA,21.2,NA,21.2,NA,21.4,NA,NA,NA,21.4,NA,39.6,NA,NA,0.1,NA,0.1,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,-1,1,warmer,1,no change,NA,-0.5,11,23.18,0.58,1.3,NA,NA,NA,NA,22.4,NA,22.4,NA,22.3,NA,NA,NA,22.3,NA,28.9,NA,NA,0.02,NA,0.02,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,0,1,no change,1,no change,NA,0.3,6,26.56,1.01,1.2,NA,NA,NA,NA,23,NA,23,NA,23.1,NA,NA,NA,23.2,NA,26.9,NA,NA,0.03,NA,0.03,NA,NA,NA,1,NA,0,0,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,65,Female,0.2,1,no change,1,no change,NA,0.5,9,26.89,0.68,1.6,NA,NA,NA,NA,23.8,NA,23.8,NA,23.7,NA,NA,NA,23.7,NA,27.3,NA,NA,0.06,NA,0.06,NA,NA,NA,0,NA,NA,1,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,0,1,no change,NA,no change,NA,0,5,24.54,0.43,1.3,NA,NA,NA,NA,25.4,NA,25.4,NA,25.2,NA,NA,NA,25.1,NA,24.4,NA,NA,0.03,NA,0.03,NA,NA,NA,0,NA,NA,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Male,2,0,cooler,0,no change,NA,-0.8,18,23.45,0.46,1,NA,NA,NA,NA,25.4,NA,25.4,NA,25.1,NA,NA,NA,25.1,NA,24.4,NA,NA,0.13,NA,0.13,NA,NA,NA,0,NA,NA,NA,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,0,1,no change,1,no change,NA,0.2,6,26.22,0.85,1.3,NA,NA,NA,NA,23.6,NA,23.6,NA,23.6,NA,NA,NA,23.6,NA,27,NA,NA,0.06,NA,0.06,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,1,1,cooler,NA,more,NA,-0.2,6,23.9,0.46,1.5,NA,NA,NA,NA,22.8,NA,22.8,NA,22.8,NA,NA,NA,22.8,NA,28.1,NA,NA,0.1,NA,0.1,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,0,1,no change,1,no change,NA,-2,75,19.39,0.41,1.1,NA,NA,NA,NA,20.8,NA,20.8,NA,21.1,NA,NA,NA,21.1,NA,32.8,NA,NA,0.09,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,0,1,no change,NA,no change,NA,-1.5,53,20.52,0.41,1.1,NA,NA,NA,NA,21.8,NA,21.8,NA,22,NA,NA,NA,22.1,NA,42.2,NA,NA,0.08,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,0,1,no change,1,no change,NA,-0.1,5,24.96,0.78,1.2,NA,NA,NA,NA,22.7,NA,22.7,NA,22.9,NA,NA,NA,22.9,NA,40.9,NA,NA,0.05,NA,0.05,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Male,0,1,no change,1,no change,NA,-1.7,63,20.5,0.46,1,NA,NA,NA,NA,21.8,NA,21.8,NA,22,NA,NA,NA,22,NA,40.4,NA,NA,0.08,NA,0.08,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,-0.4,1,warmer,1,no change,NA,-0.4,9,24.02,0.94,1.1,NA,NA,NA,NA,21.4,NA,21.4,NA,21.4,NA,NA,NA,21.4,NA,40.7,NA,NA,0.11,NA,0.11,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,65,Female,-0.2,1,no change,1,no change,NA,-0.7,17,22.91,0.7,1.1,NA,NA,NA,NA,21.9,NA,21.9,NA,21.8,NA,NA,NA,21.8,NA,38.6,NA,NA,0.12,NA,0.12,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,0,1,no change,1,no change,NA,-0.4,8,23.73,0.59,1.1,NA,NA,NA,NA,23.8,NA,23.8,NA,23.8,NA,NA,NA,23.8,NA,36.2,NA,NA,0.09,NA,0.09,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,1,1,no change,1,no change,NA,0.5,10,27.48,0.8,1.4,NA,NA,NA,NA,23.8,NA,23.8,NA,24.1,NA,NA,NA,24.1,NA,33.9,NA,NA,0.1,NA,0.1,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,-1.5,0,warmer,1,no change,NA,-0.3,7,24.7,0.94,1.1,NA,NA,NA,NA,22,NA,22,NA,22.3,NA,NA,NA,22.3,NA,40.5,NA,NA,0.11,NA,0.11,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,1,1,no change,1,no change,NA,-0.2,6,24.83,0.82,1.2,NA,NA,NA,NA,22.7,NA,22.7,NA,22.6,NA,NA,NA,22.6,NA,36.3,NA,NA,0.13,NA,0.13,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,0,1,no change,1,no change,NA,-0.8,17,22.33,0.55,1.3,NA,NA,NA,NA,21.2,NA,21.2,NA,21.4,NA,NA,NA,21.4,NA,42.1,NA,NA,0.08,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,-2,0,warmer,1,no change,NA,-0.4,8,24.18,0.82,1.1,NA,NA,NA,NA,22.2,NA,22.2,NA,22.4,NA,NA,NA,22.4,NA,41.6,NA,NA,0.12,NA,0.12,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,0,1,no change,1,no change,NA,-0.4,8,24.06,0.87,1.1,NA,NA,NA,NA,22,NA,22,NA,21.9,NA,NA,NA,21.9,NA,43,NA,NA,0.11,NA,0.11,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,2,0,cooler,0,more,NA,0.5,9,26.94,0.68,1.4,NA,NA,NA,NA,25,NA,25,NA,25,NA,NA,NA,25,NA,22.6,NA,NA,0.11,NA,0.11,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,1,1,no change,1,no change,NA,-0.4,9,24.21,0.8,1.1,NA,NA,NA,NA,22.7,NA,22.7,NA,23,NA,NA,NA,23,NA,29.3,NA,NA,0.12,NA,0.12,NA,NA,NA,1,NA,0,0,1,13
